Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Genotoxicity	Carcinogenicity	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Time	TimeUnit	Replicate	Characteristics.Vehicle.	array_file	control_file	final_array_name
chlorpropamide_0_8h_2	not specified	chlorpropamide	CHEMBL498	NA	NC	TRUE		0	uM	8	h	2	NA	tg_gates_003017249029.CEL		study23_CHEMBL498_0uM_8h_2
chlorpropamide_30_8h_1	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_8h_1	30	uM	8	h	1	NA	tg_gates_003017249030.CEL	tg_gates_003017249028.CEL	study23_CHEMBL498_30uM_8h_1
chlorpropamide_30_8h_2	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_8h_2	30	uM	8	h	2	NA	tg_gates_003017250001.CEL	tg_gates_003017249029.CEL	study23_CHEMBL498_30uM_8h_2
chlorpropamide_150_8h_1	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_8h_1	150	uM	8	h	1	NA	tg_gates_003017250002.CEL	tg_gates_003017249028.CEL	study23_CHEMBL498_150uM_8h_1
chlorpropamide_150_8h_2	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_8h_2	150	uM	8	h	2	NA	tg_gates_003017250003.CEL	tg_gates_003017249029.CEL	study23_CHEMBL498_150uM_8h_2
chlorpropamide_750_8h_1	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_8h_1	750	uM	8	h	1	NA	tg_gates_003017250004.CEL	tg_gates_003017249028.CEL	study23_CHEMBL498_750uM_8h_1
chlorpropamide_750_8h_2	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_8h_2	750	uM	8	h	2	NA	tg_gates_003017250005.CEL	tg_gates_003017249029.CEL	study23_CHEMBL498_750uM_8h_2
chlorpropamide_0_24h_1	not specified	chlorpropamide	CHEMBL498	NA	NC	TRUE		0	uM	24	h	1	NA	tg_gates_003017250006.CEL		study23_CHEMBL498_0uM_24h_1
chlorpropamide_0_24h_2	not specified	chlorpropamide	CHEMBL498	NA	NC	TRUE		0	uM	24	h	2	NA	tg_gates_003017250007.CEL		study23_CHEMBL498_0uM_24h_2
chlorpropamide_30_24h_1	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_24h_1	30	uM	24	h	1	NA	tg_gates_003017250008.CEL	tg_gates_003017250006.CEL	study23_CHEMBL498_30uM_24h_1
chlorpropamide_30_24h_2	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_24h_2	30	uM	24	h	2	NA	tg_gates_003017250009.CEL	tg_gates_003017250007.CEL	study23_CHEMBL498_30uM_24h_2
chlorpropamide_150_24h_1	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_24h_1	150	uM	24	h	1	NA	tg_gates_003017250010.CEL	tg_gates_003017250006.CEL	study23_CHEMBL498_150uM_24h_1
chlorpropamide_150_24h_2	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_24h_2	150	uM	24	h	2	NA	tg_gates_003017250011.CEL	tg_gates_003017250007.CEL	study23_CHEMBL498_150uM_24h_2
chlorpropamide_750_24h_1	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_24h_1	750	uM	24	h	1	NA	tg_gates_003017250012.CEL	tg_gates_003017250006.CEL	study23_CHEMBL498_750uM_24h_1
chlorpropamide_750_24h_2	not specified	chlorpropamide	CHEMBL498	NA	NC	FALSE	chlorpropamide_0_24h_2	750	uM	24	h	2	NA	tg_gates_003017250013.CEL	tg_gates_003017250007.CEL	study23_CHEMBL498_750uM_24h_2
fenofibrate_0_2h_1	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	2	h	1	NA	tg_gates_003017250014.CEL		study23_CHEMBL672_0uM_2h_1
fenofibrate_0_2h_2	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	2	h	2	NA	tg_gates_003017250015.CEL		study23_CHEMBL672_0uM_2h_2
fenofibrate_1.2_2h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_2h_1	1.2	uM	2	h	1	NA	tg_gates_003017250016.CEL	tg_gates_003017250014.CEL	study23_CHEMBL672_1.2uM_2h_1
fenofibrate_1.2_2h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_2h_2	1.2	uM	2	h	2	NA	tg_gates_003017250017.CEL	tg_gates_003017250015.CEL	study23_CHEMBL672_1.2uM_2h_2
fenofibrate_6_2h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_2h_1	6	uM	2	h	1	NA	tg_gates_003017250018.CEL	tg_gates_003017250014.CEL	study23_CHEMBL672_6uM_2h_1
fenofibrate_6_2h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_2h_2	6	uM	2	h	2	NA	tg_gates_003017250019.CEL	tg_gates_003017250015.CEL	study23_CHEMBL672_6uM_2h_2
fenofibrate_30_2h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_2h_1	30	uM	2	h	1	NA	tg_gates_003017250020.CEL	tg_gates_003017250014.CEL	study23_CHEMBL672_30uM_2h_1
fenofibrate_30_2h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_2h_2	30	uM	2	h	2	NA	tg_gates_003017250021.CEL	tg_gates_003017250015.CEL	study23_CHEMBL672_30uM_2h_2
fenofibrate_0_8h_1	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	8	h	1	NA	tg_gates_003017250022.CEL		study23_CHEMBL672_0uM_8h_1
fenofibrate_0_8h_2	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	8	h	2	NA	tg_gates_003017250023.CEL		study23_CHEMBL672_0uM_8h_2
fenofibrate_1.2_8h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_1	1.2	uM	8	h	1	NA	tg_gates_003017250024.CEL	tg_gates_003017250022.CEL	study23_CHEMBL672_1.2uM_8h_1
fenofibrate_1.2_8h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_2	1.2	uM	8	h	2	NA	tg_gates_003017250025.CEL	tg_gates_003017250023.CEL	study23_CHEMBL672_1.2uM_8h_2
fenofibrate_6_8h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_1	6	uM	8	h	1	NA	tg_gates_003017250026.CEL	tg_gates_003017250022.CEL	study23_CHEMBL672_6uM_8h_1
fenofibrate_6_8h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_2	6	uM	8	h	2	NA	tg_gates_003017250027.CEL	tg_gates_003017250023.CEL	study23_CHEMBL672_6uM_8h_2
fenofibrate_30_8h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_1	30	uM	8	h	1	NA	tg_gates_003017250028.CEL	tg_gates_003017250022.CEL	study23_CHEMBL672_30uM_8h_1
fenofibrate_30_8h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_8h_2	30	uM	8	h	2	NA	tg_gates_003017250029.CEL	tg_gates_003017250023.CEL	study23_CHEMBL672_30uM_8h_2
fenofibrate_0_24h_1	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	24	h	1	NA	tg_gates_003017250030.CEL		study23_CHEMBL672_0uM_24h_1
fenofibrate_0_24h_2	not specified	fenofibrate	CHEMBL672	NA	NA	TRUE		0	uM	24	h	2	NA	tg_gates_003017251001.CEL		study23_CHEMBL672_0uM_24h_2
fenofibrate_1.2_24h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_1	1.2	uM	24	h	1	NA	tg_gates_003017251002.CEL	tg_gates_003017250030.CEL	study23_CHEMBL672_1.2uM_24h_1
fenofibrate_1.2_24h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_2	1.2	uM	24	h	2	NA	tg_gates_003017251003.CEL	tg_gates_003017251001.CEL	study23_CHEMBL672_1.2uM_24h_2
fenofibrate_6_24h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_1	6	uM	24	h	1	NA	tg_gates_003017251004.CEL	tg_gates_003017250030.CEL	study23_CHEMBL672_6uM_24h_1
fenofibrate_6_24h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_2	6	uM	24	h	2	NA	tg_gates_003017251005.CEL	tg_gates_003017251001.CEL	study23_CHEMBL672_6uM_24h_2
fenofibrate_30_24h_1	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_1	30	uM	24	h	1	NA	tg_gates_003017251006.CEL	tg_gates_003017250030.CEL	study23_CHEMBL672_30uM_24h_1
fenofibrate_30_24h_2	not specified	fenofibrate	CHEMBL672	NA	NA	FALSE	fenofibrate_0_24h_2	30	uM	24	h	2	NA	tg_gates_003017251007.CEL	tg_gates_003017251001.CEL	study23_CHEMBL672_30uM_24h_2
nicotinic acid_0_2h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	TRUE		0	uM	2	h	1	NA	tg_gates_003017252026.CEL		study23_CHEMBL573_0uM_2h_1
nicotinic acid_0_2h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	TRUE		0	uM	2	h	2	NA	tg_gates_003017252027.CEL		study23_CHEMBL573_0uM_2h_2
nicotinic acid_400_2h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_2h_1	400	uM	2	h	1	NA	tg_gates_003017252028.CEL	tg_gates_003017252026.CEL	study23_CHEMBL573_400uM_2h_1
nicotinic acid_400_2h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_2h_2	400	uM	2	h	2	NA	tg_gates_003017252029.CEL	tg_gates_003017252027.CEL	study23_CHEMBL573_400uM_2h_2
nicotinic acid_2000_2h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_2h_1	2000	uM	2	h	1	NA	tg_gates_003017252030.CEL	tg_gates_003017252026.CEL	study23_CHEMBL573_2000uM_2h_1
nicotinic acid_2000_2h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_2h_2	2000	uM	2	h	2	NA	tg_gates_003017253001.CEL	tg_gates_003017252027.CEL	study23_CHEMBL573_2000uM_2h_2
nicotinic acid_10000_2h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_2h_1	10000	uM	2	h	1	NA	tg_gates_003017253002.CEL	tg_gates_003017252026.CEL	study23_CHEMBL573_10000uM_2h_1
nicotinic acid_10000_2h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_2h_2	10000	uM	2	h	2	NA	tg_gates_003017253003.CEL	tg_gates_003017252027.CEL	study23_CHEMBL573_10000uM_2h_2
nicotinic acid_0_8h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	TRUE		0	uM	8	h	1	NA	tg_gates_003017253004.CEL		study23_CHEMBL573_0uM_8h_1
nicotinic acid_0_8h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	TRUE		0	uM	8	h	2	NA	tg_gates_003017253005.CEL		study23_CHEMBL573_0uM_8h_2
nicotinic acid_400_8h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_8h_1	400	uM	8	h	1	NA	tg_gates_003017253006.CEL	tg_gates_003017253004.CEL	study23_CHEMBL573_400uM_8h_1
nicotinic acid_400_8h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_8h_2	400	uM	8	h	2	NA	tg_gates_003017253007.CEL	tg_gates_003017253005.CEL	study23_CHEMBL573_400uM_8h_2
nicotinic acid_2000_8h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_8h_1	2000	uM	8	h	1	NA	tg_gates_003017253008.CEL	tg_gates_003017253004.CEL	study23_CHEMBL573_2000uM_8h_1
nicotinic acid_2000_8h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_8h_2	2000	uM	8	h	2	NA	tg_gates_003017253009.CEL	tg_gates_003017253005.CEL	study23_CHEMBL573_2000uM_8h_2
nicotinic acid_10000_8h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_8h_1	10000	uM	8	h	1	NA	tg_gates_003017253010.CEL	tg_gates_003017253004.CEL	study23_CHEMBL573_10000uM_8h_1
nicotinic acid_10000_8h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_8h_2	10000	uM	8	h	2	NA	tg_gates_003017253011.CEL	tg_gates_003017253005.CEL	study23_CHEMBL573_10000uM_8h_2
nicotinic acid_0_24h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	TRUE		0	uM	24	h	1	NA	tg_gates_003017253012.CEL		study23_CHEMBL573_0uM_24h_1
nicotinic acid_0_24h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	TRUE		0	uM	24	h	2	NA	tg_gates_003017253013.CEL		study23_CHEMBL573_0uM_24h_2
nicotinic acid_400_24h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_24h_1	400	uM	24	h	1	NA	tg_gates_003017253014.CEL	tg_gates_003017253012.CEL	study23_CHEMBL573_400uM_24h_1
nicotinic acid_400_24h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_24h_2	400	uM	24	h	2	NA	tg_gates_003017253015.CEL	tg_gates_003017253013.CEL	study23_CHEMBL573_400uM_24h_2
nicotinic acid_2000_24h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_24h_1	2000	uM	24	h	1	NA	tg_gates_003017253016.CEL	tg_gates_003017253012.CEL	study23_CHEMBL573_2000uM_24h_1
nicotinic acid_2000_24h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_24h_2	2000	uM	24	h	2	NA	tg_gates_003017253017.CEL	tg_gates_003017253013.CEL	study23_CHEMBL573_2000uM_24h_2
nicotinic acid_10000_24h_1	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_24h_1	10000	uM	24	h	1	NA	tg_gates_003017253018.CEL	tg_gates_003017253012.CEL	study23_CHEMBL573_10000uM_24h_1
nicotinic acid_10000_24h_2	not specified	nicotinic acid	CHEMBL573	NGTX	NC	FALSE	nicotinic acid_0_24h_2	10000	uM	24	h	2	NA	tg_gates_003017253019.CEL	tg_gates_003017253013.CEL	study23_CHEMBL573_10000uM_24h_2
famotidine_0_2h_1	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	2	h	1	NA	tg_gates_003017253020.CEL		study23_CHEMBL902_0uM_2h_1
famotidine_0_2h_2	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	2	h	2	NA	tg_gates_003017253021.CEL		study23_CHEMBL902_0uM_2h_2
famotidine_28_2h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_2h_1	28	uM	2	h	1	NA	tg_gates_003017253022.CEL	tg_gates_003017253020.CEL	study23_CHEMBL902_28uM_2h_1
famotidine_28_2h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_2h_2	28	uM	2	h	2	NA	tg_gates_003017253023.CEL	tg_gates_003017253021.CEL	study23_CHEMBL902_28uM_2h_2
famotidine_140_2h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_2h_1	140	uM	2	h	1	NA	tg_gates_003017253024.CEL	tg_gates_003017253020.CEL	study23_CHEMBL902_140uM_2h_1
famotidine_140_2h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_2h_2	140	uM	2	h	2	NA	tg_gates_003017253025.CEL	tg_gates_003017253021.CEL	study23_CHEMBL902_140uM_2h_2
famotidine_700_2h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_2h_1	700	uM	2	h	1	NA	tg_gates_003017253026.CEL	tg_gates_003017253020.CEL	study23_CHEMBL902_700uM_2h_1
famotidine_700_2h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_2h_2	700	uM	2	h	2	NA	tg_gates_003017253027.CEL	tg_gates_003017253021.CEL	study23_CHEMBL902_700uM_2h_2
famotidine_0_8h_1	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	8	h	1	NA	tg_gates_003017253028.CEL		study23_CHEMBL902_0uM_8h_1
famotidine_0_8h_2	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	8	h	2	NA	tg_gates_003017253029.CEL		study23_CHEMBL902_0uM_8h_2
famotidine_28_8h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_1	28	uM	8	h	1	NA	tg_gates_003017253030.CEL	tg_gates_003017253028.CEL	study23_CHEMBL902_28uM_8h_1
famotidine_28_8h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_2	28	uM	8	h	2	NA	tg_gates_003017254001.CEL	tg_gates_003017253029.CEL	study23_CHEMBL902_28uM_8h_2
famotidine_140_8h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_1	140	uM	8	h	1	NA	tg_gates_003017254002.CEL	tg_gates_003017253028.CEL	study23_CHEMBL902_140uM_8h_1
famotidine_140_8h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_2	140	uM	8	h	2	NA	tg_gates_003017254003.CEL	tg_gates_003017253029.CEL	study23_CHEMBL902_140uM_8h_2
famotidine_700_8h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_1	700	uM	8	h	1	NA	tg_gates_003017254004.CEL	tg_gates_003017253028.CEL	study23_CHEMBL902_700uM_8h_1
famotidine_700_8h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_8h_2	700	uM	8	h	2	NA	tg_gates_003017254005.CEL	tg_gates_003017253029.CEL	study23_CHEMBL902_700uM_8h_2
famotidine_0_24h_1	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	24	h	1	NA	tg_gates_003017254006.CEL		study23_CHEMBL902_0uM_24h_1
famotidine_0_24h_2	not specified	famotidine	CHEMBL902	NA	NA	TRUE		0	uM	24	h	2	NA	tg_gates_003017254007.CEL		study23_CHEMBL902_0uM_24h_2
famotidine_28_24h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_1	28	uM	24	h	1	NA	tg_gates_003017254008.CEL	tg_gates_003017254006.CEL	study23_CHEMBL902_28uM_24h_1
famotidine_28_24h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_2	28	uM	24	h	2	NA	tg_gates_003017254009.CEL	tg_gates_003017254007.CEL	study23_CHEMBL902_28uM_24h_2
famotidine_140_24h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_1	140	uM	24	h	1	NA	tg_gates_003017254010.CEL	tg_gates_003017254006.CEL	study23_CHEMBL902_140uM_24h_1
famotidine_140_24h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_2	140	uM	24	h	2	NA	tg_gates_003017254011.CEL	tg_gates_003017254007.CEL	study23_CHEMBL902_140uM_24h_2
famotidine_700_24h_1	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_1	700	uM	24	h	1	NA	tg_gates_003017254012.CEL	tg_gates_003017254006.CEL	study23_CHEMBL902_700uM_24h_1
famotidine_700_24h_2	not specified	famotidine	CHEMBL902	NA	NA	FALSE	famotidine_0_24h_2	700	uM	24	h	2	NA	tg_gates_003017254013.CEL	tg_gates_003017254007.CEL	study23_CHEMBL902_700uM_24h_2
ranitidine_0_2h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	TRUE		0	uM	2	h	1	NA	tg_gates_003017254014.CEL		study23_CHEMBL1790041_0uM_2h_1
ranitidine_0_2h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	TRUE		0	uM	2	h	2	NA	tg_gates_003017254015.CEL		study23_CHEMBL1790041_0uM_2h_2
ranitidine_160_2h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_2h_1	160	uM	2	h	1	NA	tg_gates_003017254016.CEL	tg_gates_003017254014.CEL	study23_CHEMBL1790041_160uM_2h_1
ranitidine_160_2h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_2h_2	160	uM	2	h	2	NA	tg_gates_003017254017.CEL	tg_gates_003017254015.CEL	study23_CHEMBL1790041_160uM_2h_2
ranitidine_800_2h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_2h_1	800	uM	2	h	1	NA	tg_gates_003017254018.CEL	tg_gates_003017254014.CEL	study23_CHEMBL1790041_800uM_2h_1
ranitidine_800_2h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_2h_2	800	uM	2	h	2	NA	tg_gates_003017254019.CEL	tg_gates_003017254015.CEL	study23_CHEMBL1790041_800uM_2h_2
ranitidine_4000_2h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_2h_1	4000	uM	2	h	1	NA	tg_gates_003017254020.CEL	tg_gates_003017254014.CEL	study23_CHEMBL1790041_4000uM_2h_1
ranitidine_4000_2h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_2h_2	4000	uM	2	h	2	NA	tg_gates_003017254021.CEL	tg_gates_003017254015.CEL	study23_CHEMBL1790041_4000uM_2h_2
ranitidine_0_8h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	TRUE		0	uM	8	h	1	NA	tg_gates_003017254022.CEL		study23_CHEMBL1790041_0uM_8h_1
ranitidine_0_8h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	TRUE		0	uM	8	h	2	NA	tg_gates_003017254023.CEL		study23_CHEMBL1790041_0uM_8h_2
ranitidine_160_8h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_8h_1	160	uM	8	h	1	NA	tg_gates_003017254024.CEL	tg_gates_003017254022.CEL	study23_CHEMBL1790041_160uM_8h_1
ranitidine_160_8h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_8h_2	160	uM	8	h	2	NA	tg_gates_003017254025.CEL	tg_gates_003017254023.CEL	study23_CHEMBL1790041_160uM_8h_2
ranitidine_800_8h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_8h_1	800	uM	8	h	1	NA	tg_gates_003017254026.CEL	tg_gates_003017254022.CEL	study23_CHEMBL1790041_800uM_8h_1
ranitidine_800_8h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_8h_2	800	uM	8	h	2	NA	tg_gates_003017254027.CEL	tg_gates_003017254023.CEL	study23_CHEMBL1790041_800uM_8h_2
ranitidine_4000_8h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_8h_1	4000	uM	8	h	1	NA	tg_gates_003017254028.CEL	tg_gates_003017254022.CEL	study23_CHEMBL1790041_4000uM_8h_1
ranitidine_4000_8h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_8h_2	4000	uM	8	h	2	NA	tg_gates_003017254029.CEL	tg_gates_003017254023.CEL	study23_CHEMBL1790041_4000uM_8h_2
ranitidine_4000_24h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_24h_2	4000	uM	24	h	2	NA	tg_gates_003017254030.CEL	tg_gates_003017255002.CEL	study23_CHEMBL1790041_4000uM_24h_2
ranitidine_0_24h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	TRUE		0	uM	24	h	1	NA	tg_gates_003017255001.CEL		study23_CHEMBL1790041_0uM_24h_1
ranitidine_0_24h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	TRUE		0	uM	24	h	2	NA	tg_gates_003017255002.CEL		study23_CHEMBL1790041_0uM_24h_2
ranitidine_160_24h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_24h_1	160	uM	24	h	1	NA	tg_gates_003017255003.CEL	tg_gates_003017255001.CEL	study23_CHEMBL1790041_160uM_24h_1
ranitidine_160_24h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_24h_2	160	uM	24	h	2	NA	tg_gates_003017255004.CEL	tg_gates_003017255002.CEL	study23_CHEMBL1790041_160uM_24h_2
ranitidine_800_24h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_24h_1	800	uM	24	h	1	NA	tg_gates_003017255005.CEL	tg_gates_003017255001.CEL	study23_CHEMBL1790041_800uM_24h_1
ranitidine_800_24h_2	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_24h_2	800	uM	24	h	2	NA	tg_gates_003017255006.CEL	tg_gates_003017255002.CEL	study23_CHEMBL1790041_800uM_24h_2
ranitidine_4000_24h_1	not specified	ranitidine	CHEMBL1790041	NA	NA	FALSE	ranitidine_0_24h_1	4000	uM	24	h	1	NA	tg_gates_003017255007.CEL	tg_gates_003017255001.CEL	study23_CHEMBL1790041_4000uM_24h_1
furosemide_0_2h_1	not specified	furosemide	CHEMBL35	NGTX	C	TRUE		0	uM	2	h	1	NA	tg_gates_003017255008.CEL		study23_CHEMBL35_0uM_2h_1
furosemide_0_2h_2	not specified	furosemide	CHEMBL35	NGTX	C	TRUE		0	uM	2	h	2	NA	tg_gates_003017255009.CEL		study23_CHEMBL35_0uM_2h_2
furosemide_100_2h_1	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_2h_1	100	uM	2	h	1	NA	tg_gates_003017255010.CEL	tg_gates_003017255008.CEL	study23_CHEMBL35_100uM_2h_1
furosemide_100_2h_2	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_2h_2	100	uM	2	h	2	NA	tg_gates_003017255011.CEL	tg_gates_003017255009.CEL	study23_CHEMBL35_100uM_2h_2
furosemide_500_2h_1	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_2h_1	500	uM	2	h	1	NA	tg_gates_003017255012.CEL	tg_gates_003017255008.CEL	study23_CHEMBL35_500uM_2h_1
furosemide_500_2h_2	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_2h_2	500	uM	2	h	2	NA	tg_gates_003017255013.CEL	tg_gates_003017255009.CEL	study23_CHEMBL35_500uM_2h_2
furosemide_2500_2h_1	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_2h_1	2500	uM	2	h	1	NA	tg_gates_003017255014.CEL	tg_gates_003017255008.CEL	study23_CHEMBL35_2500uM_2h_1
furosemide_2500_2h_2	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_2h_2	2500	uM	2	h	2	NA	tg_gates_003017255015.CEL	tg_gates_003017255009.CEL	study23_CHEMBL35_2500uM_2h_2
