Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file	control_file	final_array_name
monocrotaline_3.6_2h_2	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_2h_2	3.6	micromolar	NA	tg_gates_003017168004.CEL		
monocrotaline_18_2h_1	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_2h_1	18	micromolar	NA	tg_gates_003017168005.CEL		
monocrotaline_18_2h_2	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_2h_2	18	micromolar	NA	tg_gates_003017168006.CEL		
monocrotaline_90_2h_1	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_2h_1	90	micromolar	NA	tg_gates_003017168007.CEL		
monocrotaline_90_2h_2	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_2h_2	90	micromolar	NA	tg_gates_003017168008.CEL		
monocrotaline_0_8h_1	not specified	monocrotaline	CHEMBL521035	NA	TRUE		0	micromolar	NA	tg_gates_003017168009.CEL		
monocrotaline_0_8h_2	not specified	monocrotaline	CHEMBL521035	NA	TRUE		0	micromolar	NA	tg_gates_003017168010.CEL		
monocrotaline_3.6_8h_1	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_8h_1	3.6	micromolar	NA	tg_gates_003017168011.CEL		
monocrotaline_3.6_8h_2	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_8h_2	3.6	micromolar	NA	tg_gates_003017168012.CEL		
vitamin A_0_2h_1	not specified	vitamin a	CHEMBL986	NA	TRUE		0	micromolar	NA	tg_gates_003017169007.CEL		
vitamin A_0_2h_2	not specified	vitamin a	CHEMBL986	NA	TRUE		0	micromolar	NA	tg_gates_003017169008.CEL		
vitamin A_0.3_2h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_2h_1	0.3	micromolar	NA	tg_gates_003017169009.CEL		
vitamin A_0.3_2h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_2h_2	0.3	micromolar	NA	tg_gates_003017169010.CEL		
vitamin A_1.5_2h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_2h_1	1.5	micromolar	NA	tg_gates_003017169011.CEL		
vitamin A_1.5_2h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_2h_2	1.5	micromolar	NA	tg_gates_003017169012.CEL		
vitamin A_7.5_2h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_2h_1	7.5	micromolar	NA	tg_gates_003017169013.CEL		
vitamin A_7.5_2h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_2h_2	7.5	micromolar	NA	tg_gates_003017169014.CEL		
vitamin A_0_8h_1	not specified	vitamin a	CHEMBL986	NA	TRUE		0	micromolar	NA	tg_gates_003017169015.CEL		
vitamin A_0_8h_2	not specified	vitamin a	CHEMBL986	NA	TRUE		0	micromolar	NA	tg_gates_003017169016.CEL		
vitamin A_0.3_8h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_8h_1	0.3	micromolar	NA	tg_gates_003017169017.CEL		
vitamin A_0.3_8h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_8h_2	0.3	micromolar	NA	tg_gates_003017169018.CEL		
vitamin A_1.5_8h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_8h_1	1.5	micromolar	NA	tg_gates_003017169019.CEL		
vitamin A_1.5_8h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_8h_2	1.5	micromolar	NA	tg_gates_003017169020.CEL		
vitamin A_7.5_8h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_8h_1	7.5	micromolar	NA	tg_gates_003017169021.CEL		
vitamin A_7.5_8h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_8h_2	7.5	micromolar	NA	tg_gates_003017169022.CEL		
vitamin A_0_24h_1	not specified	vitamin a	CHEMBL986	NA	TRUE		0	micromolar	NA	tg_gates_003017169023.CEL		
vitamin A_0_24h_2	not specified	vitamin a	CHEMBL986	NA	TRUE		0	micromolar	NA	tg_gates_003017169024.CEL		
vitamin A_0.3_24h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_24h_1	0.3	micromolar	NA	tg_gates_003017169025.CEL		
vitamin A_0.3_24h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_24h_2	0.3	micromolar	NA	tg_gates_003017169026.CEL		
vitamin A_1.5_24h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_24h_1	1.5	micromolar	NA	tg_gates_003017169027.CEL		
vitamin A_1.5_24h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_24h_2	1.5	micromolar	NA	tg_gates_003017169028.CEL		
vitamin A_7.5_24h_1	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_24h_1	7.5	micromolar	NA	tg_gates_003017169029.CEL		
vitamin A_7.5_24h_2	not specified	vitamin a	CHEMBL986	NA	FALSE	vitamin A_0_24h_2	7.5	micromolar	NA	tg_gates_003017169030.CEL		
monocrotaline_0_24h_1	not specified	monocrotaline	CHEMBL521035	NA	TRUE		0	micromolar	NA	tg_gates_003017170001.CEL		
monocrotaline_0_24h_2	not specified	monocrotaline	CHEMBL521035	NA	TRUE		0	micromolar	NA	tg_gates_003017170002.CEL		
monocrotaline_3.6_24h_1	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_24h_1	3.6	micromolar	NA	tg_gates_003017170003.CEL		
monocrotaline_3.6_24h_2	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_24h_2	3.6	micromolar	NA	tg_gates_003017170004.CEL		
monocrotaline_18_24h_1	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_24h_1	18	micromolar	NA	tg_gates_003017170005.CEL		
monocrotaline_18_24h_2	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_24h_2	18	micromolar	NA	tg_gates_003017170006.CEL		
monocrotaline_90_24h_1	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_24h_1	90	micromolar	NA	tg_gates_003017170007.CEL		
monocrotaline_90_24h_2	not specified	monocrotaline	CHEMBL521035	NA	FALSE	monocrotaline_0_24h_2	90	micromolar	NA	tg_gates_003017170008.CEL		
lomustine_0_2h_1	not specified	lomustine	CHEMBL514	NA	TRUE		0	micromolar	NA	tg_gates_003017170009.CEL		
lomustine_0_2h_2	not specified	lomustine	CHEMBL514	NA	TRUE		0	micromolar	NA	tg_gates_003017170010.CEL		
lomustine_4.8_2h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_2h_1	4.8	micromolar	NA	tg_gates_003017170011.CEL		
lomustine_4.8_2h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_2h_2	4.8	micromolar	NA	tg_gates_003017170012.CEL		
lomustine_24_2h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_2h_1	24	micromolar	NA	tg_gates_003017170013.CEL		
lomustine_24_2h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_2h_2	24	micromolar	NA	tg_gates_003017170014.CEL		
lomustine_120_2h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_2h_1	120	micromolar	NA	tg_gates_003017170015.CEL		
lomustine_120_2h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_2h_2	120	micromolar	NA	tg_gates_003017170016.CEL		
lomustine_0_8h_1	not specified	lomustine	CHEMBL514	NA	TRUE		0	micromolar	NA	tg_gates_003017170017.CEL		
lomustine_0_8h_2	not specified	lomustine	CHEMBL514	NA	TRUE		0	micromolar	NA	tg_gates_003017170018.CEL		
lomustine_4.8_8h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_8h_1	4.8	micromolar	NA	tg_gates_003017170019.CEL		
lomustine_4.8_8h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_8h_2	4.8	micromolar	NA	tg_gates_003017170020.CEL		
lomustine_24_8h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_8h_1	24	micromolar	NA	tg_gates_003017170021.CEL		
lomustine_24_8h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_8h_2	24	micromolar	NA	tg_gates_003017170022.CEL		
lomustine_120_8h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_8h_1	120	micromolar	NA	tg_gates_003017170023.CEL		
lomustine_120_8h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_8h_2	120	micromolar	NA	tg_gates_003017170024.CEL		
lomustine_0_24h_1	not specified	lomustine	CHEMBL514	NA	TRUE		0	micromolar	NA	tg_gates_003017170025.CEL		
lomustine_0_24h_2	not specified	lomustine	CHEMBL514	NA	TRUE		0	micromolar	NA	tg_gates_003017170026.CEL		
lomustine_4.8_24h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_24h_1	4.8	micromolar	NA	tg_gates_003017170027.CEL		
lomustine_4.8_24h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_24h_2	4.8	micromolar	NA	tg_gates_003017170028.CEL		
lomustine_24_24h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_24h_1	24	micromolar	NA	tg_gates_003017170029.CEL		
lomustine_24_24h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_24h_2	24	micromolar	NA	tg_gates_003017170030.CEL		
lomustine_120_24h_1	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_24h_1	120	micromolar	NA	tg_gates_003017171001.CEL		
lomustine_120_24h_2	not specified	lomustine	CHEMBL514	NA	FALSE	lomustine_0_24h_2	120	micromolar	NA	tg_gates_003017171002.CEL		
methimazole_0_2h_1	not specified	methimazole	CHEMBL1515	NA	TRUE		0	micromolar	NA	tg_gates_003017171003.CEL		
methimazole_0_2h_2	not specified	methimazole	CHEMBL1515	NA	TRUE		0	micromolar	NA	tg_gates_003017171004.CEL		
methimazole_400_2h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_2h_1	400	micromolar	NA	tg_gates_003017171005.CEL		
methimazole_400_2h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_2h_2	400	micromolar	NA	tg_gates_003017171006.CEL		
methimazole_2000_2h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_2h_2	2000	micromolar	NA	tg_gates_003017171008.CEL		
methimazole_10000_2h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_2h_1	10000	micromolar	NA	tg_gates_003017171009.CEL		
methimazole_10000_2h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_2h_2	10000	micromolar	NA	tg_gates_003017171010.CEL		
methimazole_0_8h_1	not specified	methimazole	CHEMBL1515	NA	TRUE		0	micromolar	NA	tg_gates_003017171011.CEL		
methimazole_0_8h_2	not specified	methimazole	CHEMBL1515	NA	TRUE		0	micromolar	NA	tg_gates_003017171012.CEL		
methimazole_400_8h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_8h_1	400	micromolar	NA	tg_gates_003017171013.CEL		
methimazole_400_8h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_8h_2	400	micromolar	NA	tg_gates_003017171014.CEL		
methimazole_2000_8h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_8h_1	2000	micromolar	NA	tg_gates_003017171015.CEL		
methimazole_2000_8h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_8h_2	2000	micromolar	NA	tg_gates_003017171016.CEL		
methimazole_10000_8h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_8h_1	10000	micromolar	NA	tg_gates_003017171017.CEL		
methimazole_10000_8h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_8h_2	10000	micromolar	NA	tg_gates_003017171018.CEL		
methimazole_0_24h_1	not specified	methimazole	CHEMBL1515	NA	TRUE		0	micromolar	NA	tg_gates_003017171019.CEL		
methimazole_0_24h_2	not specified	methimazole	CHEMBL1515	NA	TRUE		0	micromolar	NA	tg_gates_003017171020.CEL		
methimazole_400_24h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_24h_1	400	micromolar	NA	tg_gates_003017171021.CEL		
methimazole_400_24h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_24h_2	400	micromolar	NA	tg_gates_003017171022.CEL		
methimazole_2000_24h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_24h_1	2000	micromolar	NA	tg_gates_003017171023.CEL		
methimazole_2000_24h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_24h_2	2000	micromolar	NA	tg_gates_003017171024.CEL		
methimazole_10000_24h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_24h_1	10000	micromolar	NA	tg_gates_003017171025.CEL		
methimazole_10000_24h_2	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_24h_2	10000	micromolar	NA	tg_gates_003017171026.CEL		
ethinylestradiol_0_2h_2	not specified	ethinylestradiol	CHEMBL691	NA	TRUE		0	micromolar	NA	tg_gates_003017182007.CEL		
methimazole_2000_2h_1	not specified	methimazole	CHEMBL1515	NA	FALSE	methimazole_0_2h_1	2000	micromolar	NA	tg_gates_003017182008.CEL		
imipramine_0_2h_1	not specified	imipramine	CHEMBL11	NA	TRUE		0	micromolar	NA	tg_gates_003017216023.CEL		
imipramine_0_2h_2	not specified	imipramine	CHEMBL11	NA	TRUE		0	micromolar	NA	tg_gates_003017216024.CEL		
imipramine_4_2h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_2h_1	4	micromolar	NA	tg_gates_003017216025.CEL		
imipramine_4_2h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_2h_2	4	micromolar	NA	tg_gates_003017216026.CEL		
imipramine_20_2h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_2h_1	20	micromolar	NA	tg_gates_003017216027.CEL		
imipramine_20_2h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_2h_2	20	micromolar	NA	tg_gates_003017216028.CEL		
imipramine_100_2h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_2h_1	100	micromolar	NA	tg_gates_003017216029.CEL		
imipramine_100_2h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_2h_2	100	micromolar	NA	tg_gates_003017216030.CEL		
imipramine_0_8h_1	not specified	imipramine	CHEMBL11	NA	TRUE		0	micromolar	NA	tg_gates_003017217001.CEL		
imipramine_0_8h_2	not specified	imipramine	CHEMBL11	NA	TRUE		0	micromolar	NA	tg_gates_003017217002.CEL		
imipramine_4_8h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_8h_1	4	micromolar	NA	tg_gates_003017217003.CEL		
imipramine_4_8h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_8h_2	4	micromolar	NA	tg_gates_003017217004.CEL		
imipramine_20_8h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_8h_1	20	micromolar	NA	tg_gates_003017217005.CEL		
imipramine_20_8h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_8h_2	20	micromolar	NA	tg_gates_003017217006.CEL		
imipramine_100_8h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_8h_1	100	micromolar	NA	tg_gates_003017217007.CEL		
imipramine_100_8h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_8h_2	100	micromolar	NA	tg_gates_003017217008.CEL		
imipramine_0_24h_1	not specified	imipramine	CHEMBL11	NA	TRUE		0	micromolar	NA	tg_gates_003017217009.CEL		
imipramine_0_24h_2	not specified	imipramine	CHEMBL11	NA	TRUE		0	micromolar	NA	tg_gates_003017217010.CEL		
imipramine_4_24h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_24h_1	4	micromolar	NA	tg_gates_003017217011.CEL		
imipramine_4_24h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_24h_2	4	micromolar	NA	tg_gates_003017217012.CEL		
imipramine_20_24h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_24h_1	20	micromolar	NA	tg_gates_003017217013.CEL		
imipramine_20_24h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_24h_2	20	micromolar	NA	tg_gates_003017217014.CEL		
imipramine_100_24h_1	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_24h_1	100	micromolar	NA	tg_gates_003017217015.CEL		
imipramine_100_24h_2	not specified	imipramine	CHEMBL11	NA	FALSE	imipramine_0_24h_2	100	micromolar	NA	tg_gates_003017217016.CEL		
tacrine_0_2h_1	not specified	tacrine	CHEMBL95	NA	TRUE		0	micromolar	NA	tg_gates_003017217017.CEL		
tacrine_0_2h_2	not specified	tacrine	CHEMBL95	NA	TRUE		0	micromolar	NA	tg_gates_003017217018.CEL		
tacrine_8_2h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_2h_1	8	micromolar	NA	tg_gates_003017217019.CEL		
tacrine_8_2h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_2h_2	8	micromolar	NA	tg_gates_003017217020.CEL		
tacrine_40_2h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_2h_1	40	micromolar	NA	tg_gates_003017217021.CEL		
tacrine_40_2h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_2h_2	40	micromolar	NA	tg_gates_003017217022.CEL		
tacrine_200_2h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_2h_1	200	micromolar	NA	tg_gates_003017217023.CEL		
tacrine_200_2h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_2h_2	200	micromolar	NA	tg_gates_003017217024.CEL		
tacrine_0_8h_1	not specified	tacrine	CHEMBL95	NA	TRUE		0	micromolar	NA	tg_gates_003017217025.CEL		
tacrine_0_8h_2	not specified	tacrine	CHEMBL95	NA	TRUE		0	micromolar	NA	tg_gates_003017217026.CEL		
tacrine_8_8h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_8h_1	8	micromolar	NA	tg_gates_003017217027.CEL		
tacrine_8_8h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_8h_2	8	micromolar	NA	tg_gates_003017217028.CEL		
tacrine_40_8h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_8h_1	40	micromolar	NA	tg_gates_003017217029.CEL		
tacrine_40_8h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_8h_2	40	micromolar	NA	tg_gates_003017217030.CEL		
tacrine_200_8h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_8h_1	200	micromolar	NA	tg_gates_003017218001.CEL		
tacrine_200_8h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_8h_2	200	micromolar	NA	tg_gates_003017218002.CEL		
tacrine_0_24h_1	not specified	tacrine	CHEMBL95	NA	TRUE		0	micromolar	NA	tg_gates_003017218003.CEL		
tacrine_0_24h_2	not specified	tacrine	CHEMBL95	NA	TRUE		0	micromolar	NA	tg_gates_003017218004.CEL		
tacrine_8_24h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_24h_1	8	micromolar	NA	tg_gates_003017218005.CEL		
tacrine_8_24h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_24h_2	8	micromolar	NA	tg_gates_003017218006.CEL		
tacrine_40_24h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_24h_1	40	micromolar	NA	tg_gates_003017218007.CEL		
tacrine_40_24h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_24h_2	40	micromolar	NA	tg_gates_003017218008.CEL		
tacrine_200_24h_1	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_24h_1	200	micromolar	NA	tg_gates_003017218009.CEL		
tacrine_200_24h_2	not specified	tacrine	CHEMBL95	NA	FALSE	tacrine_0_24h_2	200	micromolar	NA	tg_gates_003017218010.CEL		
chloramphenicol_0_2h_1	not specified	chloramphenicol	CHEMBL130	NA	TRUE		0	micromolar	NA	tg_gates_003017218011.CEL		
chloramphenicol_0_2h_2	not specified	chloramphenicol	CHEMBL130	NA	TRUE		0	micromolar	NA	tg_gates_003017218012.CEL		
chloramphenicol_18_2h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_2h_1	18	micromolar	NA	tg_gates_003017218013.CEL		
chloramphenicol_18_2h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_2h_2	18	micromolar	NA	tg_gates_003017218014.CEL		
chloramphenicol_90_2h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_2h_1	90	micromolar	NA	tg_gates_003017218015.CEL		
chloramphenicol_90_2h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_2h_2	90	micromolar	NA	tg_gates_003017218016.CEL		
chloramphenicol_450_2h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_2h_1	450	micromolar	NA	tg_gates_003017218017.CEL		
chloramphenicol_450_2h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_2h_2	450	micromolar	NA	tg_gates_003017218018.CEL		
chloramphenicol_0_8h_1	not specified	chloramphenicol	CHEMBL130	NA	TRUE		0	micromolar	NA	tg_gates_003017218019.CEL		
chloramphenicol_0_8h_2	not specified	chloramphenicol	CHEMBL130	NA	TRUE		0	micromolar	NA	tg_gates_003017218020.CEL		
chloramphenicol_18_8h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_8h_1	18	micromolar	NA	tg_gates_003017218021.CEL		
chloramphenicol_18_8h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_8h_2	18	micromolar	NA	tg_gates_003017218022.CEL		
chloramphenicol_90_8h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_8h_1	90	micromolar	NA	tg_gates_003017218023.CEL		
chloramphenicol_90_8h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_8h_2	90	micromolar	NA	tg_gates_003017218024.CEL		
chloramphenicol_450_8h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_8h_1	450	micromolar	NA	tg_gates_003017218025.CEL		
chloramphenicol_450_8h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_8h_2	450	micromolar	NA	tg_gates_003017218026.CEL		
chloramphenicol_0_24h_1	not specified	chloramphenicol	CHEMBL130	NA	TRUE		0	micromolar	NA	tg_gates_003017218027.CEL		
chloramphenicol_0_24h_2	not specified	chloramphenicol	CHEMBL130	NA	TRUE		0	micromolar	NA	tg_gates_003017218028.CEL		
chloramphenicol_18_24h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_24h_1	18	micromolar	NA	tg_gates_003017218029.CEL		
chloramphenicol_18_24h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_24h_2	18	micromolar	NA	tg_gates_003017218030.CEL		
chloramphenicol_90_24h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_24h_1	90	micromolar	NA	tg_gates_003017219001.CEL		
chloramphenicol_90_24h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_24h_2	90	micromolar	NA	tg_gates_003017219002.CEL		
chloramphenicol_450_24h_1	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_24h_1	450	micromolar	NA	tg_gates_003017219003.CEL		
chloramphenicol_450_24h_2	not specified	chloramphenicol	CHEMBL130	NA	FALSE	chloramphenicol_0_24h_2	450	micromolar	NA	tg_gates_003017219004.CEL		
hydroxyzine_0_2h_1	not specified	hydroxyzine	CHEMBL896	NA	TRUE		0	micromolar	NA	tg_gates_003017230001.CEL		
hydroxyzine_0_2h_2	not specified	hydroxyzine	CHEMBL896	NA	TRUE		0	micromolar	NA	tg_gates_003017230002.CEL		
hydroxyzine_6_2h_1	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_2h_1	6	micromolar	NA	tg_gates_003017230003.CEL		
hydroxyzine_6_2h_2	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_2h_2	6	micromolar	NA	tg_gates_003017230004.CEL		
hydroxyzine_30_2h_1	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_2h_1	30	micromolar	NA	tg_gates_003017230005.CEL		
hydroxyzine_30_2h_2	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_2h_2	30	micromolar	NA	tg_gates_003017230006.CEL		
hydroxyzine_150_2h_1	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_2h_1	150	micromolar	NA	tg_gates_003017230007.CEL		
hydroxyzine_150_2h_2	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_2h_2	150	micromolar	NA	tg_gates_003017230008.CEL		
hydroxyzine_0_8h_1	not specified	hydroxyzine	CHEMBL896	NA	TRUE		0	micromolar	NA	tg_gates_003017230009.CEL		
hydroxyzine_0_8h_2	not specified	hydroxyzine	CHEMBL896	NA	TRUE		0	micromolar	NA	tg_gates_003017230010.CEL		
hydroxyzine_6_8h_1	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_8h_1	6	micromolar	NA	tg_gates_003017230011.CEL		
hydroxyzine_6_8h_2	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_8h_2	6	micromolar	NA	tg_gates_003017230012.CEL		
hydroxyzine_30_8h_1	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_8h_1	30	micromolar	NA	tg_gates_003017230013.CEL		
hydroxyzine_30_8h_2	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_8h_2	30	micromolar	NA	tg_gates_003017230014.CEL		
hydroxyzine_150_8h_1	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_8h_1	150	micromolar	NA	tg_gates_003017230015.CEL		
hydroxyzine_150_8h_2	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_8h_2	150	micromolar	NA	tg_gates_003017230016.CEL		
hydroxyzine_0_24h_1	not specified	hydroxyzine	CHEMBL896	NA	TRUE		0	micromolar	NA	tg_gates_003017230017.CEL		
hydroxyzine_0_24h_2	not specified	hydroxyzine	CHEMBL896	NA	TRUE		0	micromolar	NA	tg_gates_003017230018.CEL		
hydroxyzine_6_24h_1	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_24h_1	6	micromolar	NA	tg_gates_003017230019.CEL		
hydroxyzine_6_24h_2	not specified	hydroxyzine	CHEMBL896	NA	FALSE	hydroxyzine_0_24h_2	6	micromolar	NA	tg_gates_003017230020.CEL		
