Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file			control_file	final_array_name	
93777	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_0.67	240	micromolar	DMSO .1 %	drugmatrix_93777.CEL			93759.CEL	101117.CEL	100994.CEL;101013.CEL
93778	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93778.CEL			93799.CEL	101023.CEL	100994.CEL;101013.CEL
93779	RHCYT	sulpiride	CHEMBL26	NA	FALSE	control_0.67	667	micromolar	DMSO .1 %	drugmatrix_93779.CEL			93772.CEL	101024.CEL	100994.CEL;101013.CEL
93780	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93780.CEL			93759.CEL	101025.CEL	100994.CEL;101013.CEL
93781	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93781.CEL			93799.CEL	101026.CEL	100994.CEL;101013.CEL
101017	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93782.CEL			93940.CEL	101027.CEL	100994.CEL;101013.CEL
93782	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93782.CEL			93940.CEL	101028.CEL	100994.CEL;101013.CEL
93783	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93783.CEL			93940.CEL	101029.CEL	100994.CEL;101013.CEL
93784	RHCYT	paraquat dichloride	CHEMBL74469	NA	FALSE	control_1	650	micromolar	DMSO .1 %	drugmatrix_93784.CEL			93787.CEL	101030.CEL	100994.CEL;101013.CEL
93785	RHCYT	clotrimazole	CHEMBL104	NA	FALSE	control_0.67	60	micromolar	DMSO .1 %	drugmatrix_93785.CEL			93772.CEL	101031.CEL	100994.CEL;101013.CEL
93786	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_0.67	120	micromolar	DMSO .1 %	drugmatrix_93786.CEL			93759.CEL		
93787	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93787.CEL					
93788	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93788.CEL			93799.CEL		
93789	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_1	240	micromolar	DMSO .1 %	drugmatrix_93789.CEL			93940.CEL		
93790	RHCYT	diphenhydramine	CHEMBL657	NA	FALSE	control_1	263	micromolar	DMSO .1 %	drugmatrix_93790.CEL			93787.CEL		
93792	RHCYT	carvedilol	CHEMBL723	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93792.CEL			93014.CEL		
93795	RHCYT	ramipril	CHEMBL1168	NA	FALSE	control_0.67	620	micromolar	DMSO .1 %	drugmatrix_93795.CEL			93282.CEL		
93799	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93799.CEL					
93800	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93800.CEL			93940.CEL		
93801	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_0.67	12	micromolar	DMSO .1 %	drugmatrix_93801.CEL			93759.CEL		
93802	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93802.CEL			93940.CEL		
93803	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93803.CEL			93799.CEL		
93804	RHCYT	sildenafil	CHEMBL192	NA	FALSE	control_1	90	micromolar	DMSO .1 %	drugmatrix_93804.CEL			93940.CEL		
93806	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_0.67	775	micromolar	DMSO .1 %	drugmatrix_93806.CEL			93759.CEL		
93807	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93807.CEL			93759.CEL		
93808	RHCYT	Streptozotocin	CHEMBL1651906	NA	FALSE	control_0.67	3000	micromolar	DMSO .1 %	drugmatrix_93808.CEL			93772.CEL		
93809	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_0.67	2900	micromolar	DMSO .1 %	drugmatrix_93809.CEL			93772.CEL		
93811	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93811.CEL			93799.CEL		
93812	RHCYT	griseofulvin	CHEMBL562	NA	FALSE	control_0.67	75	micromolar	DMSO .1 %	drugmatrix_93812.CEL			93875.CEL		
93813	RHCYT	ketoconazole	CHEMBL295698	NA	FALSE	control_0.67	90	micromolar	DMSO .1 %	drugmatrix_93813.CEL			93875.CEL		
93814	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	2000	micromolar	DMSO .1 %	drugmatrix_93814.CEL			93875.CEL		
93815	RHCYT	tamoxifen	CHEMBL83	NA	FALSE	control_1	37.5	micromolar	DMSO .1 %	drugmatrix_93815.CEL			93817.CEL		
93817	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93817.CEL			93817.CEL		
93818	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93818.CEL			93818.CEL		
93821	RHCYT	all-trans-retinoic acid	CHEMBL38	NA	FALSE	control_1	156	micromolar	DMSO .1 %	drugmatrix_93821.CEL			93817.CEL		
93822	RHCYT	clotrimazole	CHEMBL104	NA	FALSE	control_0.67	60	micromolar	DMSO .1 %	drugmatrix_93822.CEL			93818.CEL		
93823	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93823.CEL			93823.CEL		
93825	RHCYT	risperidone	CHEMBL85	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93825.CEL			93823.CEL		
93826	RHCYT	tamoxifen	CHEMBL83	NA	FALSE	control_0.67	37.5	micromolar	DMSO .1 %	drugmatrix_93826.CEL			93875.CEL		
93827	RHCYT	Streptozotocin	CHEMBL1651906	NA	FALSE	control_1	3000	micromolar	DMSO .1 %	drugmatrix_93827.CEL			93823.CEL		
93828	RHCYT	paraquat dichloride	CHEMBL74469	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93828.CEL			93818.CEL		
93832	RHCYT	risperidone	CHEMBL85	NA	FALSE	control_1	400	micromolar	DMSO .1 %	drugmatrix_93832.CEL			93886.CEL		
93834	RHCYT	clotrimazole	CHEMBL104	NA	FALSE	control_0.67	60	micromolar	DMSO .1 %	drugmatrix_93834.CEL			93839.CEL		
93837	RHCYT	tamoxifen	CHEMBL83	NA	FALSE	control_0.67	37.5	micromolar	DMSO .1 %	drugmatrix_93837.CEL			93856.CEL		
93838	RHCYT	diphenhydramine	CHEMBL657	NA	FALSE	control_0.67	263	micromolar	DMSO .1 %	drugmatrix_93838.CEL			93839.CEL		
93839	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93839.CEL			93839.CEL		
93840	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_1	2900	micromolar	DMSO .1 %	drugmatrix_93840.CEL			93886.CEL		
93841	RHCYT	paraquat dichloride	CHEMBL74469	NA	FALSE	control_0.67	650	micromolar	DMSO .1 %	drugmatrix_93841.CEL			93839.CEL		
93843	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93843.CEL			93843.CEL		
93845	RHCYT	idarubicin	CHEMBL1117	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93845.CEL			93224.CEL		
93846	RHCYT	amitriptyline	CHEMBL629	NA	FALSE	control_0.67	72	micromolar	DMSO .1 %	drugmatrix_93846.CEL			93228.CEL		
93847	RHCYT	methapyrilene	CHEMBL1411979	NA	FALSE	control_1	300	micromolar	DMSO .1 %	drugmatrix_93847.CEL			93352.CEL		
93849	RHCYT	N-nitrosodiethylamine	CHEMBL164290	NA	FALSE	control_0.67	7000	micromolar	DMSO .1 %	drugmatrix_93849.CEL			93397.CEL		
93851	RHCYT	sildenafil	CHEMBL192	NA	FALSE	control_1	90	micromolar	DMSO .1 %	drugmatrix_93851.CEL			93678.CEL		
93852	RHCYT	paraquat dichloride	CHEMBL74469	NA	FALSE	control_1	650	micromolar	DMSO .1 %	drugmatrix_93852.CEL			93823.CEL		
93854	RHCYT	sulpiride	CHEMBL26	NA	FALSE	control_0.67	667	micromolar	DMSO .1 %	drugmatrix_93854.CEL			93818.CEL		
93855	RHCYT	griseofulvin	CHEMBL562	NA	FALSE	control_0.67	75	micromolar	DMSO .1 %	drugmatrix_93855.CEL			93856.CEL		
93856	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93856.CEL			93856.CEL		
93857	RHCYT	all-trans-retinoic acid	CHEMBL38	NA	FALSE	control_0.67	156	micromolar	DMSO .1 %	drugmatrix_93857.CEL			93856.CEL		
93858	RHCYT	griseofulvin	CHEMBL562	NA	FALSE	control_1	75	micromolar	DMSO .1 %	drugmatrix_93858.CEL			93878.CEL		
93859	RHCYT	sulpiride	CHEMBL26	NA	FALSE	control_1	667	micromolar	DMSO .1 %	drugmatrix_93859.CEL			93886.CEL		
93863	RHCYT	all-trans-retinoic acid	CHEMBL38	NA	FALSE	control_1	156	micromolar	DMSO .1 %	drugmatrix_93863.CEL			93889.CEL		
93864	RHCYT	griseofulvin	CHEMBL562	NA	FALSE	control_0.67	75	micromolar	DMSO .1 %	drugmatrix_93864.CEL			93843.CEL		
93867	RHCYT	ketoconazole	CHEMBL295698	NA	FALSE	control_1	90	micromolar	DMSO .1 %	drugmatrix_93867.CEL			93889.CEL		
93873	RHCYT	desloratadine	CHEMBL998	NA	FALSE	control_0.67	62.25	micromolar	DMSO .1 %	drugmatrix_93873.CEL			93759.CEL		
93874	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_93874.CEL			93759.CEL		
93875	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93875.CEL			93875.CEL		
93876	RHCYT	nevirapine	CHEMBL57	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93876.CEL			93818.CEL		
93877	RHCYT	Streptozotocin	CHEMBL1651906	NA	FALSE	control_0.67	3000	micromolar	DMSO .1 %	drugmatrix_93877.CEL			93839.CEL		
93878	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93878.CEL			93878.CEL		
93879	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	2000	micromolar	DMSO .1 %	drugmatrix_93879.CEL			93856.CEL		
93880	RHCYT	paraquat dichloride	CHEMBL74469	NA	FALSE	control_1	650	micromolar	DMSO .1 %	drugmatrix_93880.CEL			93886.CEL		
93881	RHCYT	ketoconazole	CHEMBL295698	NA	FALSE	control_1	90	micromolar	DMSO .1 %	drugmatrix_93881.CEL			93878.CEL		
93882	RHCYT	Streptozotocin	CHEMBL1651906	NA	FALSE	control_1	3000	micromolar	DMSO .1 %	drugmatrix_93882.CEL			93886.CEL		
93883	RHCYT	ketoconazole	CHEMBL295698	NA	FALSE	control_0.67	90	micromolar	DMSO .1 %	drugmatrix_93883.CEL			93856.CEL		
93884	RHCYT	all-trans-retinoic acid	CHEMBL38	NA	FALSE	control_1	156	micromolar	DMSO .1 %	drugmatrix_93884.CEL			93878.CEL		
93885	RHCYT	diphenhydramine	CHEMBL657	NA	FALSE	control_1	263	micromolar	DMSO .1 %	drugmatrix_93885.CEL			93886.CEL		
93886	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93886.CEL			93886.CEL		
93887	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_0.67	2900	micromolar	DMSO .1 %	drugmatrix_93887.CEL			93839.CEL		
93888	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	2000	micromolar	DMSO .1 %	drugmatrix_93888.CEL			93843.CEL		
93889	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93889.CEL			93889.CEL		
93890	RHCYT	ketoconazole	CHEMBL295698	NA	FALSE	control_0.67	90	micromolar	DMSO .1 %	drugmatrix_93890.CEL			93843.CEL		
93891	RHCYT	griseofulvin	CHEMBL562	NA	FALSE	control_1	75	micromolar	DMSO .1 %	drugmatrix_93891.CEL			93889.CEL		
93931	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_1	160	micromolar	DMSO .1 %	drugmatrix_93931.CEL			93737.CEL		
93932	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_1	750	micromolar	DMSO .1 %	drugmatrix_93932.CEL			93738.CEL		
93933	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_1	148	micromolar	DMSO .1 %	drugmatrix_93933.CEL			93738.CEL		
93934	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93934.CEL			93542.CEL		
93935	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_0.67	166.67	micromolar	DMSO .1 %	drugmatrix_93935.CEL			93719.CEL		
101014	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93936.CEL			93738.CEL		
93936	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93936.CEL			93738.CEL		
93937	RHCYT	sparteine	CHEMBL44625	NA	FALSE	control_1	2222	micromolar	DMSO .1 %	drugmatrix_93937.CEL			93245.CEL		
93938	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_1	296	micromolar	DMSO .1 %	drugmatrix_93938.CEL			93685.CEL		
93939	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_1	833	micromolar	DMSO .1 %	drugmatrix_93939.CEL			93738.CEL		
93940	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93940.CEL			93940.CEL		
93941	RHCYT	clotrimazole	CHEMBL104	NA	FALSE	control_1	60	micromolar	DMSO .1 %	drugmatrix_93941.CEL			93823.CEL		
93942	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_1	2900	micromolar	DMSO .1 %	drugmatrix_93942.CEL			93823.CEL		
93943	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_0.67	2900	micromolar	DMSO .1 %	drugmatrix_93943.CEL			93818.CEL		
93944	RHCYT	all-trans-retinoic acid	CHEMBL38	NA	FALSE	control_0.67	156	micromolar	DMSO .1 %	drugmatrix_93944.CEL			93875.CEL		
93945	RHCYT	ketoconazole	CHEMBL295698	NA	FALSE	control_1	90	micromolar	DMSO .1 %	drugmatrix_93945.CEL			93817.CEL		
93946	RHCYT	nevirapine	CHEMBL57	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93946.CEL			93839.CEL		
93947	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_1	2000	micromolar	DMSO .1 %	drugmatrix_93947.CEL			93878.CEL		
93963	RHCYT	sporidesmin a		NA	FALSE	control_0.67	0.15	micromolar	DMSO .1 %	drugmatrix_93963.CEL			93036.CEL		
93964	RHCYT	nimesulide	CHEMBL56367	NA	FALSE	control_1	61.7	micromolar	DMSO .1 %	drugmatrix_93964.CEL			93009.CEL		
93965	RHCYT	gemfibrozil	CHEMBL457	NA	FALSE	control_1	2000	micromolar	DMSO .1 %	drugmatrix_93965.CEL			93204.CEL		
93966	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_1	63	micromolar	DMSO .1 %	drugmatrix_93966.CEL			93448.CEL		
93967	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_1	63	micromolar	DMSO .1 %	drugmatrix_93967.CEL			93486.CEL		
93968	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93968.CEL			93632.CEL		
93969	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_0.67	160	micromolar	DMSO .1 %	drugmatrix_93969.CEL			93759.CEL		
94004	RHCYT	diphenhydramine	CHEMBL657	NA	FALSE	control_0.67	263	micromolar	DMSO .1 %	drugmatrix_94004.CEL			93818.CEL		
94005	RHCYT	all-trans-retinoic acid	CHEMBL38	NA	FALSE	control_0.67	156	micromolar	DMSO .1 %	drugmatrix_94005.CEL			93843.CEL		
94006	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_1	2000	micromolar	DMSO .1 %	drugmatrix_94006.CEL			93889.CEL		
94205	RHCYT	sotalol	CHEMBL471	NA	FALSE	control_1	6666	micromolar	DMSO .1 %	drugmatrix_94205.CEL			93014.CEL		
94209	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_94209.CEL			93733.CEL		
94210	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_94210.CEL			93733.CEL		
94211	RHCYT	Streptozotocin	CHEMBL1651906	NA	FALSE	control_1	3000	micromolar	DMSO .1 %	drugmatrix_94211.CEL			93787.CEL		
94212	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_1	10	micromolar	DMSO .1 %	drugmatrix_94212.CEL			93940.CEL		
94213	RHCYT	sulpiride	CHEMBL26	NA	FALSE	control_1	667	micromolar	DMSO .1 %	drugmatrix_94213.CEL			93823.CEL		
94214	RHCYT	diphenhydramine	CHEMBL657	NA	FALSE	control_1	263	micromolar	DMSO .1 %	drugmatrix_94214.CEL			93823.CEL		
94215	RHCYT	nevirapine	CHEMBL57	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_94215.CEL			93823.CEL		
94216	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_1	2000	micromolar	DMSO .1 %	drugmatrix_94216.CEL			93817.CEL		
94217	RHCYT	griseofulvin	CHEMBL562	NA	FALSE	control_1	75	micromolar	DMSO .1 %	drugmatrix_94217.CEL			93817.CEL		
94218	RHCYT	risperidone	CHEMBL85	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_94218.CEL			93818.CEL		
94219	RHCYT	Streptozotocin	CHEMBL1651906	NA	FALSE	control_0.67	3000	micromolar	DMSO .1 %	drugmatrix_94219.CEL			93818.CEL		
94220	RHCYT	nevirapine	CHEMBL57	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_94220.CEL			93886.CEL		
94221	RHCYT	risperidone	CHEMBL85	NA	FALSE	control_0.67	400	micromolar	DMSO .1 %	drugmatrix_94221.CEL			93839.CEL		
94222	RHCYT	clotrimazole	CHEMBL104	NA	FALSE	control_1	60	micromolar	DMSO .1 %	drugmatrix_94222.CEL			93886.CEL		
94223	RHCYT	sulpiride	CHEMBL26	NA	FALSE	control_0.67	667	micromolar	DMSO .1 %	drugmatrix_94223.CEL			93839.CEL		
94224	RHCYT	tamoxifen	CHEMBL83	NA	FALSE	control_1	37.5	micromolar	DMSO .1 %	drugmatrix_94224.CEL			93878.CEL		
94225	RHCYT	tamoxifen	CHEMBL83	NA	FALSE	control_1	37.5	micromolar	DMSO .1 %	drugmatrix_94225.CEL			93889.CEL		
94226	RHCYT	tamoxifen	CHEMBL83	NA	FALSE	control_0.67	37.5	micromolar	DMSO .1 %	drugmatrix_94226.CEL			93843.CEL		
95508	RHCYT	ifosfamide	CHEMBL1024	NA	FALSE	control_1	11000	micromolar	DMSO .1 %	drugmatrix_95508.CEL			93224.CEL		
95950	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_95950.CEL			95950.CEL		
95951	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_95951.CEL			95951.CEL		
95952	RHCYT	gefitinib	CHEMBL939	NA	FALSE	control_0.67	35	micromolar	DMSO .1 %	drugmatrix_95952.CEL			95950.CEL		
95953	RHCYT	imatinib	CHEMBL941	NA	FALSE	control_1	15	micromolar	DMSO .1 %	drugmatrix_95953.CEL			95951.CEL		
95954	RHCYT	mln-518	CHEMBL124660	NA	FALSE	control_0.67	51	micromolar	DMSO .1 %	drugmatrix_95954.CEL			95950.CEL		
95955	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_95955.CEL			95955.CEL		
95956	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_95956.CEL			95956.CEL		
95957	RHCYT	gefitinib	CHEMBL939	NA	FALSE	control_0.67	35	micromolar	DMSO .1 %	drugmatrix_95957.CEL			95955.CEL		
95958	RHCYT	gefitinib	CHEMBL939	NA	FALSE	control_1	35	micromolar	DMSO .1 %	drugmatrix_95958.CEL			95956.CEL		
95959	RHCYT	imatinib	CHEMBL941	NA	FALSE	control_0.67	15	micromolar	DMSO .1 %	drugmatrix_95959.CEL			95955.CEL		
95960	RHCYT	imatinib	CHEMBL941	NA	FALSE	control_1	15	micromolar	DMSO .1 %	drugmatrix_95960.CEL			95956.CEL		
95961	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_95961.CEL			95961.CEL		
95962	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_95962.CEL			95962.CEL		
95963	RHCYT	gefitinib	CHEMBL939	NA	FALSE	control_0.67	35	micromolar	DMSO .1 %	drugmatrix_95963.CEL			95961.CEL		
95964	RHCYT	gefitinib	CHEMBL939	NA	FALSE	control_1	35	micromolar	DMSO .1 %	drugmatrix_95964.CEL			95962.CEL		
95965	RHCYT	erlotinib	CHEMBL553	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_95965.CEL			95961.CEL		
95966	RHCYT	erlotinib	CHEMBL553	NA	FALSE	control_1	10	micromolar	DMSO .1 %	drugmatrix_95966.CEL			95962.CEL		
95967	RHCYT	mln-518	CHEMBL124660	NA	FALSE	control_0.67	51	micromolar	DMSO .1 %	drugmatrix_95967.CEL			95961.CEL		
95968	RHCYT	mln-518	CHEMBL124660	NA	FALSE	control_1	51	micromolar	DMSO .1 %	drugmatrix_95968.CEL			93632.CEL		
95969	RHCYT	imatinib	CHEMBL941	NA	FALSE	control_0.67	15	micromolar	DMSO .1 %	drugmatrix_95969.CEL			95961.CEL		
95970	RHCYT	imatinib	CHEMBL941	NA	FALSE	control_1	15	micromolar	DMSO .1 %	drugmatrix_95970.CEL			95962.CEL		
95971	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_95971.CEL			95971.CEL		
95972	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_95972.CEL			95972.CEL		
95973	RHCYT	erlotinib	CHEMBL553	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_95973.CEL			95971.CEL		
95974	RHCYT	erlotinib	CHEMBL553	NA	FALSE	control_1	10	micromolar	DMSO .1 %	drugmatrix_95974.CEL			95972.CEL		
95975	RHCYT	erlotinib	CHEMBL553	NA	FALSE	control_1	10	micromolar	DMSO .1 %	drugmatrix_95975.CEL			96018.CEL		
96012	RHCYT	gefitinib	CHEMBL939	NA	FALSE	control_1	35	micromolar	DMSO .1 %	drugmatrix_96012.CEL			95951.CEL		
96013	RHCYT	imatinib	CHEMBL941	NA	FALSE	control_0.67	15	micromolar	DMSO .1 %	drugmatrix_96013.CEL			95950.CEL		
96014	RHCYT	mln-518	CHEMBL124660	NA	FALSE	control_1	51	micromolar	DMSO .1 %	drugmatrix_96014.CEL			95951.CEL		
96015	RHCYT	mln-518	CHEMBL124660	NA	FALSE	control_0.67	51	micromolar	DMSO .1 %	drugmatrix_96015.CEL			95955.CEL		
96016	RHCYT	mln-518	CHEMBL124660	NA	FALSE	control_1	51	micromolar	DMSO .1 %	drugmatrix_96016.CEL			95956.CEL		
96017	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_96017.CEL			96017.CEL		
96018	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_96018.CEL			96018.CEL		
96019	RHCYT	erlotinib	CHEMBL553	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_96019.CEL			96017.CEL		
98379	RHCYT	cerivastatin	CHEMBL1477	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_98379.CEL			98716.CEL		
98380	RHCYT	cerivastatin	CHEMBL1477	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_98380.CEL			98668.CEL		
98381	RHCYT	cerivastatin	CHEMBL1477	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_98381.CEL			98414.CEL;98418.CE		
98382	RHCYT	cerivastatin	CHEMBL1477	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_98382.CEL			98415.CEL;98419.CE		
98383	RHCYT	cerivastatin	CHEMBL1477	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_98383.CEL			98414.CEL;98418.CE		
98384	RHCYT	cerivastatin	CHEMBL1477	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_98384.CEL			98415.CEL;98419.CE		
98414	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_98414.CEL			98414.CEL;98418.CE		
98415	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_98415.CEL			98415.CEL;98419.CE		
98418	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_98418.CEL			98414.CEL;98418.CE		
98419	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_98419.CEL			98415.CEL;98419.CE		
98668	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_98668.CEL			98668.CEL		
98716	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_98716.CEL			98716.CEL		
