Source Name	Characteristics [CellLine]	Factor Value [COMPOUND]	ChEMBL_ID	Genotoxicity	Carcinogenicity	Characteristics_Control	Extract Name	Factor Value [DOSE]	Unit [ConcentrationUnit]	Time	TimeUnit	Replicate	Characteristics_Vehicle	array_file	control_file	final_array_file
benzbromarone_4_24h_2	not specified	benzbromarone	CHEMBL388590	NA	NA	FALSE	benzbromarone_0_24h_2	4	uM	24	h	2	NA	003016030005.CEL	003016030003.CEL	study06_CHEMBL388590_4uM_24h_2
benzbromarone_20_24h_1	not specified	benzbromarone	CHEMBL388590	NA	NA	FALSE	benzbromarone_0_24h_1	20	uM	24	h	1	NA	003016030006.CEL	003016030002.CEL	study06_CHEMBL388590_20uM_24h_1
benzbromarone_20_24h_2	not specified	benzbromarone	CHEMBL388590	NA	NA	FALSE	benzbromarone_0_24h_2	20	uM	24	h	2	NA	003016030007.CEL	003016030003.CEL	study06_CHEMBL388590_20uM_24h_2
benzbromarone_100_24h_1	not specified	benzbromarone	CHEMBL388590	NA	NA	FALSE	benzbromarone_0_24h_1	100	uM	24	h	1	NA	003016030008.CEL	003016030002.CEL	study06_CHEMBL388590_100uM_24h_1
benzbromarone_100_24h_2	not specified	benzbromarone	CHEMBL388590	NA	NA	FALSE	benzbromarone_0_24h_2	100	uM	24	h	2	NA	003016030009.CEL	003016030003.CEL	study06_CHEMBL388590_100uM_24h_2
benziodarone_0_8h_1	not specified	benziodarone	CHEMBL232201	NGTX	NA	TRUE		0	uM	8	h	1	NA	003016080003.CEL		
benziodarone_0_8h_2	not specified	benziodarone	CHEMBL232201	NGTX	NA	TRUE		0	uM	8	h	2	NA	003016080004.CEL		
benziodarone_8_8h_1	not specified	benziodarone	CHEMBL232201	NGTX	NA	FALSE	benziodarone_0_8h_1	8	uM	8	h	1	NA	003016080005.CEL	003016080003.CEL	study06_CHEMBL232201_8uM_8h_1
benziodarone_8_8h_2	not specified	benziodarone	CHEMBL232201	NGTX	NA	FALSE	benziodarone_0_8h_2	8	uM	8	h	2	NA	003016080006.CEL	003016080004.CEL	study06_CHEMBL232201_8uM_8h_2
benziodarone_40_8h_1	not specified	benziodarone	CHEMBL232201	NGTX	NA	FALSE	benziodarone_0_8h_1	40	uM	8	h	1	NA	003016080007.CEL	003016080003.CEL	study06_CHEMBL232201_40uM_8h_1
benziodarone_40_8h_2	not specified	benziodarone	CHEMBL232201	NGTX	NA	FALSE	benziodarone_0_8h_2	40	uM	8	h	2	NA	003016080008.CEL	003016080004.CEL	study06_CHEMBL232201_40uM_8h_2
benziodarone_0_24h_1	not specified	benziodarone	CHEMBL232201	NGTX	NA	TRUE		0	uM	24	h	1	NA	003016080009.CEL		
benziodarone_0_24h_2	not specified	benziodarone	CHEMBL232201	NGTX	NA	TRUE		0	uM	24	h	2	NA	003016080010.CEL		
benziodarone_8_24h_1	not specified	benziodarone	CHEMBL232201	NGTX	NA	FALSE	benziodarone_0_24h_1	8	uM	24	h	1	NA	003016080011.CEL	003016080009.CEL	study06_CHEMBL232201_8uM_24h_1
benziodarone_8_24h_2	not specified	benziodarone	CHEMBL232201	NGTX	NA	FALSE	benziodarone_0_24h_2	8	uM	24	h	2	NA	003016080012.CEL	003016080010.CEL	study06_CHEMBL232201_8uM_24h_2
benziodarone_40_24h_1	not specified	benziodarone	CHEMBL232201	NGTX	NA	FALSE	benziodarone_0_24h_1	40	uM	24	h	1	NA	003016080013.CEL	003016080009.CEL	study06_CHEMBL232201_40uM_24h_1
benziodarone_40_24h_2	not specified	benziodarone	CHEMBL232201	NGTX	NA	FALSE	benziodarone_0_24h_2	40	uM	24	h	2	NA	003016080014.CEL	003016080010.CEL	study06_CHEMBL232201_40uM_24h_2
bromobenzene_0_2h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	TRUE		0	uM	2	h	1	NA	003016034012.CEL		
bromobenzene_0_2h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	TRUE		0	uM	2	h	2	NA	003016034013.CEL		
bromobenzene_8_2h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_2h_1	8	uM	2	h	1	NA	003016034014.CEL	003016034012.CEL	study06_CHEMBL16068_8uM_2h_1
bromobenzene_8_2h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_2h_2	8	uM	2	h	2	NA	003016034015.CEL	003016034013.CEL	study06_CHEMBL16068_8uM_2h_2
bromobenzene_40_2h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_2h_1	40	uM	2	h	1	NA	003016034016.CEL	003016034012.CEL	study06_CHEMBL16068_40uM_2h_1
bromobenzene_40_2h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_2h_2	40	uM	2	h	2	NA	003016034017.CEL	003016034013.CEL	study06_CHEMBL16068_40uM_2h_2
bromobenzene_200_2h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_2h_1	200	uM	2	h	1	NA	003016034018.CEL	003016034012.CEL	study06_CHEMBL16068_200uM_2h_1
bromobenzene_200_2h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_2h_2	200	uM	2	h	2	NA	003016034019.CEL	003016034013.CEL	study06_CHEMBL16068_200uM_2h_2
bromobenzene_0_8h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	TRUE		0	uM	8	h	1	NA	003016034020.CEL		
bromobenzene_0_8h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	TRUE		0	uM	8	h	2	NA	003016034021.CEL		
bromobenzene_8_8h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_8h_1	8	uM	8	h	1	NA	003016034022.CEL	003016034020.CEL	study06_CHEMBL16068_8uM_8h_1
bromobenzene_8_8h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_8h_2	8	uM	8	h	2	NA	003016034023.CEL	003016034021.CEL	study06_CHEMBL16068_8uM_8h_2
bromobenzene_40_8h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_8h_1	40	uM	8	h	1	NA	003016034024.CEL	003016034020.CEL	study06_CHEMBL16068_40uM_8h_1
bromobenzene_40_8h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_8h_2	40	uM	8	h	2	NA	003016034025.CEL	003016034021.CEL	study06_CHEMBL16068_40uM_8h_2
bromobenzene_200_8h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_8h_1	200	uM	8	h	1	NA	003016034026.CEL	003016034020.CEL	study06_CHEMBL16068_200uM_8h_1
bromobenzene_200_8h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_8h_2	200	uM	8	h	2	NA	003016034027.CEL	003016034021.CEL	study06_CHEMBL16068_200uM_8h_2
bromobenzene_0_24h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	TRUE		0	uM	24	h	1	NA	003016034028.CEL		
bromobenzene_0_24h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	TRUE		0	uM	24	h	2	NA	003016034029.CEL		
bromobenzene_8_24h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_24h_1	8	uM	24	h	1	NA	003016034030.CEL	003016034028.CEL	study06_CHEMBL16068_8uM_24h_1
bromobenzene_8_24h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_24h_2	8	uM	24	h	2	NA	003016035001.CEL	003016034029.CEL	study06_CHEMBL16068_8uM_24h_2
bromobenzene_40_24h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_24h_1	40	uM	24	h	1	NA	003016035002.CEL	003016034028.CEL	study06_CHEMBL16068_40uM_24h_1
bromobenzene_40_24h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_24h_2	40	uM	24	h	2	NA	003016035003.CEL	003016034029.CEL	study06_CHEMBL16068_40uM_24h_2
bromobenzene_200_24h_1	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_24h_1	200	uM	24	h	1	NA	003016035004.CEL	003016034028.CEL	study06_CHEMBL16068_200uM_24h_1
bromobenzene_200_24h_2	not specified	bromobenzene	CHEMBL16068	NA	NA	FALSE	bromobenzene_0_24h_2	200	uM	24	h	2	NA	003016035005.CEL	003016034029.CEL	study06_CHEMBL16068_200uM_24h_2
bromoethylamine_0_8h_1	not specified	bromoethylamine	CHEMBL1697693	NA	NA	TRUE		0	uM	8	h	1	NA	003016100009.CEL		
bromoethylamine_0_8h_2	not specified	bromoethylamine	CHEMBL1697693	NA	NA	TRUE		0	uM	8	h	2	NA	003016100010.CEL		
bromoethylamine_20_8h_1	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_8h_1	20	uM	8	h	1	NA	003016100011.CEL	003016100009.CEL	study06_CHEMBL1697693_20uM_8h_1
bromoethylamine_100_8h_1	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_8h_1	100	uM	8	h	1	NA	003016100012.CEL	003016100009.CEL	study06_CHEMBL1697693_100uM_8h_1
bromoethylamine_100_8h_2	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_8h_2	100	uM	8	h	2	NA	003016100013.CEL	003016100010.CEL	study06_CHEMBL1697693_100uM_8h_2
bromoethylamine_500_8h_1	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_8h_1	500	uM	8	h	1	NA	003016100014.CEL	003016100009.CEL	study06_CHEMBL1697693_500uM_8h_1
bromoethylamine_500_8h_2	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_8h_2	500	uM	8	h	2	NA	003016100015.CEL	003016100010.CEL	study06_CHEMBL1697693_500uM_8h_2
bromoethylamine_0_24h_1	not specified	bromoethylamine	CHEMBL1697693	NA	NA	TRUE		0	uM	24	h	1	NA	003016100016.CEL		
bromoethylamine_0_24h_2	not specified	bromoethylamine	CHEMBL1697693	NA	NA	TRUE		0	uM	24	h	2	NA	003016100017.CEL		
bromoethylamine_20_24h_1	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_24h_1	20	uM	24	h	1	NA	003016100018.CEL	003016100016.CEL	study06_CHEMBL1697693_20uM_24h_1
bromoethylamine_20_24h_2	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_24h_2	20	uM	24	h	2	NA	003016100019.CEL	003016100017.CEL	study06_CHEMBL1697693_20uM_24h_2
bromoethylamine_100_24h_1	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_24h_1	100	uM	24	h	1	NA	003016100020.CEL	003016100016.CEL	study06_CHEMBL1697693_100uM_24h_1
bromoethylamine_100_24h_2	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_24h_2	100	uM	24	h	2	NA	003016100021.CEL	003016100017.CEL	study06_CHEMBL1697693_100uM_24h_2
bromoethylamine_500_24h_2	not specified	bromoethylamine	CHEMBL1697693	NA	NA	FALSE	bromoethylamine_0_24h_2	500	uM	24	h	2	NA	003016100022.CEL	003016100017.CEL	study06_CHEMBL1697693_500uM_24h_2
bromoethylamine_20_8h_2	not specified	bromoethylamine	CHEMBL1697693	NA	C	FALSE	bromoethylamine_0_8h_2	20	uM	8	h	2	NA	003016102018.CEL	003016100010.CEL	study06_CHEMBL1697693_20uM_8h_2
bucetin_0_8h_1	not specified	bucetin	CHEMBL1697856	NA	C	TRUE		0	uM	8	h	1	NA	003016082014.CEL		
bucetin_0_8h_2	not specified	bucetin	CHEMBL1697856	NA	C	TRUE		0	uM	8	h	2	NA	003016082015.CEL		
bucetin_60_8h_1	not specified	bucetin	CHEMBL1697856	NA	C	FALSE	bucetin_0_8h_1	60	uM	8	h	1	NA	003016082016.CEL	003016082014.CEL	study06_CHEMBL1697856_60uM_8h_1
bucetin_60_8h_2	not specified	bucetin	CHEMBL1697856	NA	C	FALSE	bucetin_0_8h_2	60	uM	8	h	2	NA	003016082017.CEL	003016082015.CEL	study06_CHEMBL1697856_60uM_8h_2
bucetin_300_8h_1	not specified	bucetin	CHEMBL1697856	NA	C	FALSE	bucetin_0_8h_1	300	uM	8	h	1	NA	003016082018.CEL	003016082014.CEL	study06_CHEMBL1697856_300uM_8h_1
bucetin_300_8h_2	not specified	bucetin	CHEMBL1697856	NA	C	FALSE	bucetin_0_8h_2	300	uM	8	h	2	NA	003016082019.CEL	003016082015.CEL	study06_CHEMBL1697856_300uM_8h_2
bucetin_0_24h_1	not specified	bucetin	CHEMBL1697856	NA	C	TRUE		0	uM	24	h	1	NA	003016082020.CEL		
bucetin_0_24h_2	not specified	bucetin	CHEMBL1697856	NA	C	TRUE		0	uM	24	h	2	NA	003016082021.CEL		
bucetin_60_24h_1	not specified	bucetin	CHEMBL1697856	NA	C	FALSE	bucetin_0_24h_1	60	uM	24	h	1	NA	003016082022.CEL	003016082020.CEL	study06_CHEMBL1697856_60uM_24h_1
bucetin_60_24h_2	not specified	bucetin	CHEMBL1697856	NA	C	FALSE	bucetin_0_24h_2	60	uM	24	h	2	NA	003016082023.CEL	003016082021.CEL	study06_CHEMBL1697856_60uM_24h_2
bucetin_300_24h_1	not specified	bucetin	CHEMBL1697856	NA	C	FALSE	bucetin_0_24h_1	300	uM	24	h	1	NA	003016082024.CEL	003016082020.CEL	study06_CHEMBL1697856_300uM_24h_1
bucetin_300_24h_2	not specified	bucetin	CHEMBL1697856	NA	C	FALSE	bucetin_0_24h_2	300	uM	24	h	2	NA	003016082025.CEL	003016082021.CEL	study06_CHEMBL1697856_300uM_24h_2
buspirone_0_24h_1	not specified	buspirone	CHEMBL49	NA	NA	TRUE		0	uM	24	h	1	NA	003016093008.CEL		
buspirone_0_24h_2	not specified	buspirone	CHEMBL49	NA	NA	TRUE		0	uM	24	h	2	NA	003016093009.CEL		
buspirone_6_24h_1	not specified	buspirone	CHEMBL49	NA	NA	FALSE	buspirone_0_24h_1	6	uM	24	h	1	NA	003016093010.CEL	003016093008.CEL	study06_CHEMBL49_6uM_24h_1
buspirone_6_24h_2	not specified	buspirone	CHEMBL49	NA	NA	FALSE	buspirone_0_24h_2	6	uM	24	h	2	NA	003016093011.CEL	003016093009.CEL	study06_CHEMBL49_6uM_24h_2
buspirone_30_24h_1	not specified	buspirone	CHEMBL49	NA	NA	FALSE	buspirone_0_24h_1	30	uM	24	h	1	NA	003016093012.CEL	003016093008.CEL	study06_CHEMBL49_30uM_24h_1
buspirone_30_24h_2	not specified	buspirone	CHEMBL49	NA	NA	FALSE	buspirone_0_24h_2	30	uM	24	h	2	NA	003016093013.CEL	003016093009.CEL	study06_CHEMBL49_30uM_24h_2
buthionine sulfoximine_0_8h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	TRUE		0	uM	8	h	1	NA	003016103028.CEL		
buthionine sulfoximine_0_8h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	TRUE		0	uM	8	h	2	NA	003016103029.CEL		
buthionine sulfoximine_400_8h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_8h_1	400	uM	8	h	1	NA	003016103030.CEL	003016103028.CEL	study06_CHEMBL1609891_400uM_8h_1
buthionine sulfoximine_400_8h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_8h_2	400	uM	8	h	2	NA	003016104001.CEL	003016103029.CEL	study06_CHEMBL1609891_400uM_8h_2
buthionine sulfoximine_2000_8h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_8h_1	2000	uM	8	h	1	NA	003016104002.CEL	003016103028.CEL	study06_CHEMBL1609891_2000uM_8h_1
buthionine sulfoximine_2000_8h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_8h_2	2000	uM	8	h	2	NA	003016104003.CEL	003016103029.CEL	study06_CHEMBL1609891_2000uM_8h_2
buthionine sulfoximine_10000_8h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_8h_1	10000	uM	8	h	1	NA	003016104004.CEL	003016103028.CEL	study06_CHEMBL1609891_10000uM_8h_1
buthionine sulfoximine_10000_8h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_8h_2	10000	uM	8	h	2	NA	003016104005.CEL	003016103029.CEL	study06_CHEMBL1609891_10000uM_8h_2
buthionine sulfoximine_0_24h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	TRUE		0	uM	24	h	1	NA	003016104006.CEL		
buthionine sulfoximine_0_24h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	TRUE		0	uM	24	h	2	NA	003016104007.CEL		
buthionine sulfoximine_400_24h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_24h_1	400	uM	24	h	1	NA	003016104008.CEL	003016104006.CEL	study06_CHEMBL1609891_400uM_24h_1
buthionine sulfoximine_400_24h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_24h_2	400	uM	24	h	2	NA	003016104009.CEL	003016104007.CEL	study06_CHEMBL1609891_400uM_24h_2
buthionine sulfoximine_2000_24h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_24h_1	2000	uM	24	h	1	NA	003016104010.CEL	003016104006.CEL	study06_CHEMBL1609891_2000uM_24h_1
buthionine sulfoximine_2000_24h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_24h_2	2000	uM	24	h	2	NA	003016104011.CEL	003016104007.CEL	study06_CHEMBL1609891_2000uM_24h_2
buthionine sulfoximine_10000_24h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_24h_1	10000	uM	24	h	1	NA	003016104012.CEL	003016104006.CEL	study06_CHEMBL1609891_10000uM_24h_1
buthionine sulfoximine_10000_24h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	NA	FALSE	buthionine sulfoximine_0_24h_2	10000	uM	24	h	2	NA	003016104013.CEL	003016104007.CEL	study06_CHEMBL1609891_10000uM_24h_2
butylated hydroxyanisole_0_8h_1	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	TRUE		0	uM	8	h	1	NA	003016106018.CEL		
butylated hydroxyanisole_0_8h_2	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	TRUE		0	uM	8	h	2	NA	003016106019.CEL		
butylated hydroxyanisole_8_8h_1	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_8h_1	8	uM	8	h	1	NA	003016106020.CEL	003016106018.CEL	study06_CHEMBL502074_8uM_8h_1
butylated hydroxyanisole_8_8h_2	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_8h_2	8	uM	8	h	2	NA	003016106021.CEL	003016106019.CEL	study06_CHEMBL502074_8uM_8h_2
butylated hydroxyanisole_40_8h_1	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_8h_1	40	uM	8	h	1	NA	003016106022.CEL	003016106018.CEL	study06_CHEMBL502074_40uM_8h_1
butylated hydroxyanisole_40_8h_2	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_8h_2	40	uM	8	h	2	NA	003016106023.CEL	003016106019.CEL	study06_CHEMBL502074_40uM_8h_2
butylated hydroxyanisole_200_8h_1	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_8h_1	200	uM	8	h	1	NA	003016106024.CEL	003016106018.CEL	study06_CHEMBL502074_200uM_8h_1
butylated hydroxyanisole_200_8h_2	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_8h_2	200	uM	8	h	2	NA	003016106025.CEL	003016106019.CEL	study06_CHEMBL502074_200uM_8h_2
butylated hydroxyanisole_0_24h_1	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	TRUE		0	uM	24	h	1	NA	003016106026.CEL		
butylated hydroxyanisole_0_24h_2	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	TRUE		0	uM	24	h	2	NA	003016106027.CEL		
butylated hydroxyanisole_8_24h_1	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_24h_1	8	uM	24	h	1	NA	003016106028.CEL	003016106026.CEL	study06_CHEMBL502074_8uM_24h_1
butylated hydroxyanisole_8_24h_2	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_24h_2	8	uM	24	h	2	NA	003016106029.CEL	003016106027.CEL	study06_CHEMBL502074_8uM_24h_2
butylated hydroxyanisole_40_24h_1	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_24h_1	40	uM	24	h	1	NA	003016106030.CEL	003016106026.CEL	study06_CHEMBL502074_40uM_24h_1
butylated hydroxyanisole_40_24h_2	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_24h_2	40	uM	24	h	2	NA	003016107001.CEL	003016106027.CEL	study06_CHEMBL502074_40uM_24h_2
butylated hydroxyanisole_200_24h_1	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_24h_1	200	uM	24	h	1	NA	003016107002.CEL	003016106026.CEL	study06_CHEMBL502074_200uM_24h_1
butylated hydroxyanisole_200_24h_2	not specified	butylated hydroxyanisole	CHEMBL502074	NA	NA	FALSE	butylated hydroxyanisole_0_24h_2	200	uM	24	h	2	NA	003016107003.CEL	003016106027.CEL	study06_CHEMBL502074_200uM_24h_2
caffeine_0_8h_1	not specified	caffeine	CHEMBL113	GTX	NC	TRUE		0	uM	8	h	1	NA	003016071021.CEL		
caffeine_0_8h_2	not specified	caffeine	CHEMBL113	GTX	NC	TRUE		0	uM	8	h	2	NA	003016071022.CEL		
caffeine_1500_8h_2	not specified	caffeine	CHEMBL113	GTX	NC	FALSE	caffeine_0_8h_2	1500	uM	8	h	2	NA	003016071024.CEL	003016071022.CEL	study06_CHEMBL113_1500uM_8h_2
caffeine_7500_8h_1	not specified	caffeine	CHEMBL113	GTX	NC	FALSE	caffeine_0_8h_1	7500	uM	8	h	1	NA	003016071025.CEL	003016071021.CEL	study06_CHEMBL113_7500uM_8h_1
caffeine_7500_8h_2	not specified	caffeine	CHEMBL113	GTX	NC	FALSE	caffeine_0_8h_2	7500	uM	8	h	2	NA	003016071026.CEL	003016071022.CEL	study06_CHEMBL113_7500uM_8h_2
caffeine_0_24h_1	not specified	caffeine	CHEMBL113	GTX	NC	TRUE		0	uM	24	h	1	NA	003016071027.CEL		
caffeine_0_24h_2	not specified	caffeine	CHEMBL113	GTX	NC	TRUE		0	uM	24	h	2	NA	003016071028.CEL		
caffeine_1500_24h_1	not specified	caffeine	CHEMBL113	GTX	NC	FALSE	caffeine_0_24h_1	1500	uM	24	h	1	NA	003016071029.CEL	003016071027.CEL	study06_CHEMBL113_1500uM_24h_1
caffeine_1500_24h_2	not specified	caffeine	CHEMBL113	GTX	NC	FALSE	caffeine_0_24h_2	1500	uM	24	h	2	NA	003016071030.CEL	003016071028.CEL	study06_CHEMBL113_1500uM_24h_2
caffeine_7500_24h_1	not specified	caffeine	CHEMBL113	GTX	NC	FALSE	caffeine_0_24h_1	7500	uM	24	h	1	NA	003016072001.CEL	003016071027.CEL	study06_CHEMBL113_7500uM_24h_1
caffeine_7500_24h_2	not specified	caffeine	CHEMBL113	GTX	NC	FALSE	caffeine_0_24h_2	7500	uM	24	h	2	NA	003016072002.CEL	003016071028.CEL	study06_CHEMBL113_7500uM_24h_2
caffeine_1500_8h_1	not specified	caffeine	CHEMBL113	GTX	NC	FALSE	caffeine_0_8h_1	1500	uM	8	h	1	NA	003016074005.CEL	003016071021.CEL	study06_CHEMBL113_1500uM_8h_1
captopril_0_8h_1	not specified	captopril	CHEMBL1560	NGTX	NA	TRUE		0	uM	8	h	1	NA	003016071008.CEL		
captopril_0_8h_2	not specified	captopril	CHEMBL1560	NGTX	NA	TRUE		0	uM	8	h	2	NA	003016071009.CEL		
captopril_1600_8h_1	not specified	captopril	CHEMBL1560	NGTX	NA	FALSE	captopril_0_8h_1	1600	uM	8	h	1	NA	003016071010.CEL	003016071008.CEL	study06_CHEMBL1560_1600uM_8h_1
captopril_1600_8h_2	not specified	captopril	CHEMBL1560	NGTX	NA	FALSE	captopril_0_8h_2	1600	uM	8	h	2	NA	003016071011.CEL	003016071009.CEL	study06_CHEMBL1560_1600uM_8h_2
captopril_8000_8h_1	not specified	captopril	CHEMBL1560	NGTX	NA	FALSE	captopril_0_8h_1	8000	uM	8	h	1	NA	003016071012.CEL	003016071008.CEL	study06_CHEMBL1560_8000uM_8h_1
captopril_8000_8h_2	not specified	captopril	CHEMBL1560	NGTX	NA	FALSE	captopril_0_8h_2	8000	uM	8	h	2	NA	003016071013.CEL	003016071009.CEL	study06_CHEMBL1560_8000uM_8h_2
captopril_0_24h_1	not specified	captopril	CHEMBL1560	NGTX	NA	TRUE		0	uM	24	h	1	NA	003016071014.CEL		
captopril_0_24h_2	not specified	captopril	CHEMBL1560	NGTX	NA	TRUE		0	uM	24	h	2	NA	003016071015.CEL		
captopril_1600_24h_1	not specified	captopril	CHEMBL1560	NGTX	NA	FALSE	captopril_0_24h_1	1600	uM	24	h	1	NA	003016071016.CEL	003016071014.CEL	study06_CHEMBL1560_1600uM_24h_1
captopril_1600_24h_2	not specified	captopril	CHEMBL1560	NGTX	NA	FALSE	captopril_0_24h_2	1600	uM	24	h	2	NA	003016071017.CEL	003016071015.CEL	study06_CHEMBL1560_1600uM_24h_2
captopril_8000_24h_1	not specified	captopril	CHEMBL1560	NGTX	NA	FALSE	captopril_0_24h_1	8000	uM	24	h	1	NA	003016071018.CEL	003016071014.CEL	study06_CHEMBL1560_8000uM_24h_1
captopril_8000_24h_2	not specified	captopril	CHEMBL1560	NGTX	NA	FALSE	captopril_0_24h_2	8000	uM	24	h	2	NA	003016071019.CEL	003016071015.CEL	study06_CHEMBL1560_8000uM_24h_2
carbamazepine_0_2h_1	not specified	carbamazepine	CHEMBL108	NA	NA	TRUE		0	uM	2	h	1	NA	003016021013.CEL		
carbamazepine_0_2h_2	not specified	carbamazepine	CHEMBL108	NA	NA	TRUE		0	uM	2	h	2	NA	003016021014.CEL		
carbamazepine_12_2h_1	not specified	carbamazepine	CHEMBL108	NA	NA	FALSE	carbamazepine_0_2h_1	12	uM	2	h	1	NA	003016021015.CEL	003016021013.CEL	study06_CHEMBL108_12uM_2h_1
carbamazepine_12_2h_2	not specified	carbamazepine	CHEMBL108	NA	NA	FALSE	carbamazepine_0_2h_2	12	uM	2	h	2	NA	003016021016.CEL	003016021014.CEL	study06_CHEMBL108_12uM_2h_2
carbamazepine_60_2h_1	not specified	carbamazepine	CHEMBL108	NA	NA	FALSE	carbamazepine_0_2h_1	60	uM	2	h	1	NA	003016021017.CEL	003016021013.CEL	study06_CHEMBL108_60uM_2h_1
